10 0.00
510 0.09
1010 0.18
1510 0.28
2010 0.38
2510 0.50
3010 0.59
3510 0.72
4010 0.77
4510 0.89
5010 0.99
5510 1.11
6010 1.15
6510 1.29
7010 1.38
7510 1.43
8010 1.39
8510 1.39
9010 1.46
9510 1.58
10010 1.63
10510 1.73
11010 1.83
11510 1.91
12010 2.00
12510 2.07
13010 2.17
13510 2.26
14010 2.28
14510 2.32
15010 2.38
15510 2.39
16010 2.42
16510 2.49
17010 2.60
17510 2.68
18010 2.93
18510 2.94
19010 3.01
19510 3.03
20010 3.10
20510 3.34
21010 3.37
21510 3.46
22010 3.56
22510 3.70
23010 3.72
23510 3.84
24010 3.85
24510 4.08
25010 4.20
25510 4.17
26010 4.17
26510 4.32
27010 4.31
27510 4.38
28010 4.47
28510 4.60
29010 4.62
29510 4.68
30010 4.91
30510 5.07
31010 5.02
31510 5.14
32010 5.14
32510 5.21
33010 5.40
33510 5.41
34010 5.52
34510 5.72
35010 5.71
35510 5.80
36010 5.99
36510 6.10
37010 6.15
37510 6.28
38010 6.28
38510 6.59
39010 6.43
39510 6.66
40010 6.60
40510 6.81
41010 6.81
41510 6.87
42010 7.17
42510 7.09
43010 7.31
43510 7.19
44010 7.45
44510 7.40
45010 7.59
45510 7.91
46010 7.86
46510 7.80
47010 7.94
47510 7.99
48010 8.20
48510 8.13
49010 8.30
49510 8.30
