10 0.004000
510 0.724000
1010 1.248000
1510 1.483000
2010 2.598000
2510 3.969000
3010 5.931000
3510 8.698000
4010 12.580000
4510 16.386999
5010 20.235001
5510 25.750999
6010 30.152000
6510 37.356998
7010 43.294998
7510 51.290001
8010 61.410000
8510 70.061996
9010 80.117996
9510 89.821999
10010 100.696999
10510 113.819000
11010 125.689003
11510 140.630005
12010 154.268005
12510 165.110001
13010 181.235001
13510 195.212997
14010 209.580002
14510 235.505997
15010 255.908005
15510 266.617004
16010 288.967987
16510 310.945007
17010 327.903992
17510 350.957001
18010 369.171997
18510 395.358002
19010 420.897003
19510 459.785004
20010 476.108002
20510 506.953003
21010 530.046997
21510 546.060974
22010 591.190979
22510 608.059021
23010 629.080994
23510 656.392029
24010 697.452026
24510 744.909973
25010 756.578979
25510 786.593994
26010 837.492004
26510 864.719971
27010 900.288025
27510 930.398987
28010 970.846985
28510 1003.538025
29010 1035.740967
29510 1060.011963
30010 1087.777954
30510 1140.323975
31010 1169.071045
31510 1245.954956
32010 1244.824951
32510 1274.733032
33010 1381.884033
33510 1420.192017
34010 1384.875977
34510 1444.438965
35010 1488.668945
35510 1537.553955
36010 1604.271973
36510 1654.124023
37010 1693.152954
37510 1740.963013
38010 1790.119019
38510 1842.581055
39010 1889.288940
39510 1953.785034
40010 2014.093018
40510 2036.071045
41010 2080.739990
41510 2113.386963
42010 2197.799072
42510 2284.927002
43010 2311.826904
43510 2380.800049
44010 2418.144043
44510 2472.178955
45010 2542.410889
45510 2602.142090
46010 2633.725098
46510 2779.832031
47010 2771.883057
47510 2810.528076
48010 2920.245117
48510 2940.658936
49010 3020.418945
49510 3158.920898
